RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
8957,Bronx,2012,5,13,5,45,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
3433,Bronx,2008,4,12,10,0,330,81472,POINT (1012824.7 271127.7),N/B BROADWAY @ W 262 ST - CARYL AVE,W 262 ST,DEAD END,NB
28006,Bronx,2018,3,22,8,15,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,26,9,45,131,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,10,13,15,101,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,3,27,1,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,26,9,15,84,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,13,23,45,17,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,4,2,12,15,79,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,4,5,5,15,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,23,13,0,95,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,18,4,0,14,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,6,11,45,88,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,23,18,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,3,27,14,45,110,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,25,6,15,90,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,29,11,30,82,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,4,29,19,45,92,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,3,27,5,15,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,4,6,5,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,4,30,17,15,133,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
22517,Bronx,2016,3,12,22,15,85,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,30,8,30,70,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
22517,Bronx,2016,3,14,7,0,148,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,24,12,15,113,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,6,8,30,58,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
30153,Bronx,2019,4,2,17,30,162,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,8,22,19,30,128,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,3,21,45,84,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,4,30,11,0,100,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
32395,Bronx,2020,9,1,12,45,110,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,8,2,30,14,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,24,17,0,106,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,4,18,0,116,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,26,21,0,66,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,1,9,0,88,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,4,10,1,15,19,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,16,17,15,117,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
8957,Bronx,2012,5,14,2,45,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,3,26,13,15,93,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,23,10,15,57,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,29,8,45,61,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,21,23,0,12,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
7530,Bronx,2010,3,21,23,30,67,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
22517,Bronx,2016,3,27,20,15,104,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,26,9,30,99,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,3,19,45,104,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,4,2,12,15,106,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,19,10,30,92,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,3,30,19,45,95,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,28,21,0,102,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
11685,Bronx,2013,3,30,2,30,22,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,4,5,20,15,80,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,15,9,45,79,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,29,15,15,122,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,1,16,15,124,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,3,25,14,30,111,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,30,14,15,131,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,22,23,15,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,15,2,0,13,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
3433,Bronx,2008,4,15,14,0,401,81472,POINT (1012824.7 271127.7),N/B BROADWAY @ W 262 ST - CARYL AVE,W 262 ST,DEAD END,NB
26799,Bronx,2017,3,31,16,15,129,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,4,11,15,96,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,19,4,15,13,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,3,26,21,45,80,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,3,23,30,34,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,22,16,0,114,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,28,9,30,104,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
22517,Bronx,2016,3,21,21,0,79,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,24,13,30,103,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
30153,Bronx,2019,3,22,0,15,48,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7530,Bronx,2010,3,25,4,30,20,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
7530,Bronx,2010,3,24,11,30,97,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
28006,Bronx,2018,3,29,16,30,104,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,26,15,0,135,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,15,9,30,69,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,6,22,45,77,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
22517,Bronx,2016,3,17,1,0,23,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,21,9,0,90,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
7530,Bronx,2010,3,29,12,30,98,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
30153,Bronx,2019,3,18,7,30,96,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,15,5,45,27,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,24,20,15,72,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
19461,Bronx,2015,3,22,8,45,49,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,8,25,16,45,134,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,29,19,15,123,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,3,27,0,15,24,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,19,7,0,164,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
7598,Bronx,2007,3,19,10,0,125,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,CARYL AV,NB
30153,Bronx,2019,4,1,3,0,4,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,22,18,0,150,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,4,29,1,0,50,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,15,6,0,17,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,2,4,15,38,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,3,13,30,100,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,29,5,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,15,20,0,93,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
16687,Bronx,2014,3,22,15,0,99,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,10,13,30,102,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
7530,Bronx,2010,4,2,20,0,114,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
3432,Bronx,2008,4,18,21,0,336,81472,POINT (1012824.7 271127.7),S/B BROADWAY @ W 262 ST - CARYL AVE,W 262 ST,DEAD END,SB
11685,Bronx,2013,3,30,6,45,61,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,3,29,22,45,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7530,Bronx,2010,3,25,7,0,75,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
16687,Bronx,2014,3,16,14,0,91,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
8957,Bronx,2012,5,10,22,45,56,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
32395,Bronx,2020,8,29,6,0,24,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,20,20,45,82,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,20,20,15,50,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,20,16,30,112,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
7530,Bronx,2010,3,28,11,15,64,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
16687,Bronx,2014,3,17,12,15,70,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,3,31,7,15,33,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,11,7,15,89,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
7530,Bronx,2010,3,24,14,15,106,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
19461,Bronx,2015,3,21,19,0,0,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,28,13,30,76,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,3,17,14,0,121,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,4,4,23,30,60,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,16,16,15,141,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,13,4,15,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
7598,Bronx,2007,3,17,11,0,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,CARYL AV,NB
28006,Bronx,2018,4,3,1,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,25,10,30,88,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,6,21,45,85,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,25,21,0,88,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,4,3,8,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,19,10,30,86,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,26,17,30,138,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,25,17,45,107,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,23,15,15,138,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,5,16,45,129,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,4,4,2,30,12,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
7597,Bronx,2007,3,11,11,0,60,81472,POINT (1012824.7 271127.7),BROADWAY,CARYL AV,W 262 ST,SB
7530,Bronx,2010,4,1,16,30,124,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
30153,Bronx,2019,4,5,8,0,174,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,20,16,30,132,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,13,15,0,96,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,24,18,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,22,8,45,108,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,19,15,45,122,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,22,20,15,76,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,4,3,6,30,130,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,2,0,15,54,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,31,4,15,36,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7530,Bronx,2010,4,2,1,15,29,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
7530,Bronx,2010,4,8,3,30,18,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
30153,Bronx,2019,3,26,13,15,92,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,26,3,0,19,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,6,14,15,149,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
7530,Bronx,2010,3,24,14,30,109,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
3432,Bronx,2008,4,18,23,0,293,81472,POINT (1012824.7 271127.7),S/B BROADWAY @ W 262 ST - CARYL AVE,W 262 ST,DEAD END,SB
22517,Bronx,2016,3,27,2,15,24,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,28,19,45,136,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,30,7,0,53,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,6,16,30,105,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,4,5,1,30,30,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,22,4,15,7,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,8,18,0,140,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,15,21,45,69,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,10,13,30,84,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
7530,Bronx,2010,3,31,3,15,11,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
26799,Bronx,2017,4,2,14,30,121,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
3433,Bronx,2008,4,15,16,0,511,81472,POINT (1012824.7 271127.7),N/B BROADWAY @ W 262 ST - CARYL AVE,W 262 ST,DEAD END,NB
28006,Bronx,2018,3,31,23,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,2,20,15,110,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,27,3,0,9,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
22517,Bronx,2016,3,19,19,0,89,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,27,15,15,101,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,20,22,30,54,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
19461,Bronx,2015,3,24,23,30,14,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,1,17,15,118,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,19,12,15,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,4,2,8,45,95,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,13,2,30,28,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,24,12,30,90,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
7530,Bronx,2010,4,2,13,15,95,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
19461,Bronx,2015,3,26,22,45,56,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,23,2,30,40,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
3433,Bronx,2008,4,9,10,0,354,81472,POINT (1012824.7 271127.7),N/B BROADWAY @ W 262 ST - CARYL AVE,W 262 ST,DEAD END,NB
16687,Bronx,2014,3,25,4,30,10,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,3,29,12,15,112,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,12,13,0,99,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,25,7,0,216,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,28,3,15,17,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,9,4,5,0,19,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,3,17,45,180,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,21,15,30,95,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,4,3,6,30,66,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,5,16,30,143,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,24,3,0,34,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,18,1,30,22,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,8,24,9,15,116,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,17,1,30,16,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,18,0,45,15,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,4,2,23,30,36,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,3,26,10,45,74,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,30,18,45,120,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
8957,Bronx,2012,5,5,19,45,121,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,3,26,13,45,105,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,16,4,30,15,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,6,20,0,130,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,9,2,23,45,42,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,27,21,0,109,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,22,18,45,101,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,1,9,45,103,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,25,22,0,42,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,16,23,45,19,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,4,2,5,45,33,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,3,31,14,0,111,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
