RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
28006,Bronx,2018,4,6,23,45,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,26,2,0,18,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,16,15,15,100,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
22517,Bronx,2016,3,15,6,45,184,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,31,10,45,114,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,9,3,20,45,125,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,22,5,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,3,30,1,30,25,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7530,Bronx,2010,3,25,2,45,25,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
28006,Bronx,2018,4,4,20,15,107,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,3,30,22,30,83,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,25,5,45,51,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,17,17,45,148,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,25,13,15,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,28,21,0,86,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,3,20,2,15,17,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,23,13,0,93,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,19,15,15,122,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,26,16,45,112,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,1,13,45,92,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
16687,Bronx,2014,3,16,6,45,44,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,4,1,22,0,85,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,15,16,15,129,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
22517,Bronx,2016,3,26,19,0,114,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,29,17,30,201,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,28,17,0,133,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,27,19,0,97,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
11685,Bronx,2013,3,24,21,30,86,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,17,23,45,24,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,1,1,0,29,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,11,16,0,129,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
11685,Bronx,2013,3,19,8,30,1,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,3,24,3,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,3,1,45,8,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,22,15,0,169,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,17,6,30,10,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
16687,Bronx,2014,3,27,20,45,56,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
19461,Bronx,2015,3,16,17,0,150,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,3,29,3,30,17,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,25,7,45,184,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,6,2,45,32,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,4,10,23,30,69,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7530,Bronx,2010,4,6,9,30,88,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
28006,Bronx,2018,3,27,11,30,80,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,19,19,15,106,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,21,15,0,107,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
11685,Bronx,2013,4,1,22,0,67,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,3,28,1,15,24,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7598,Bronx,2007,3,19,6,0,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,CARYL AV,NB
30153,Bronx,2019,3,19,20,0,126,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,4,14,15,120,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,16,7,0,143,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,20,16,0,107,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
22517,Bronx,2016,3,25,1,45,9,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,25,20,45,82,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
11685,Bronx,2013,3,29,6,0,48,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,13,0,45,83,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,3,22,10,0,110,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,9,2,16,0,110,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,1,23,15,45,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
11685,Bronx,2013,3,16,8,0,82,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,4,9,4,0,43,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,20,23,45,65,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,5,1,15,28,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,23,2,0,9,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,16,19,15,93,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,22,3,0,9,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,9,4,21,45,153,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,21,14,15,0,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,3,19,0,151,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,3,25,23,0,96,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,29,17,45,122,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
16687,Bronx,2014,3,18,2,0,6,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
32395,Bronx,2020,8,31,20,45,88,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,26,10,30,86,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,4,7,12,30,97,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,21,5,15,75,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,27,12,15,68,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,20,1,0,39,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,4,1,0,45,64,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,27,19,15,125,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,26,21,45,74,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,4,8,30,113,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,4,4,5,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,19,19,15,102,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,5,18,45,150,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,26,0,15,33,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,29,14,0,103,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,4,2,7,30,129,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,11,3,0,13,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,21,16,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,14,11,15,66,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,28,15,30,110,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,19,20,15,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,3,19,0,30,23,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,4,4,9,45,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,1,0,30,25,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,8,29,16,0,120,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,22,18,0,93,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,20,0,45,16,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,27,2,15,6,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,26,11,0,90,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,27,9,0,53,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,18,1,30,26,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,19,4,0,17,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
7530,Bronx,2010,3,29,5,45,45,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
11685,Bronx,2013,3,23,5,15,33,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,4,2,21,15,125,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,9,4,22,0,82,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,29,17,15,146,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,4,2,23,30,50,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,23,23,0,43,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,4,7,3,0,23,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,27,20,15,57,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,15,7,30,43,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,22,22,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,3,9,0,101,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,28,13,30,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,4,0,30,22,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,9,18,30,116,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,4,28,21,30,132,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
7530,Bronx,2010,4,3,18,30,124,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
32395,Bronx,2020,9,4,11,30,107,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,29,6,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,9,4,9,15,89,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,23,4,15,10,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,2,19,0,118,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,4,1,8,45,148,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,3,26,19,30,99,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,9,4,12,0,99,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,26,0,0,54,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,6,12,0,121,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,19,15,30,111,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,25,21,15,94,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,16,1,30,31,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,3,13,45,93,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,4,5,11,15,103,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
16687,Bronx,2014,3,29,1,45,40,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
30153,Bronx,2019,4,6,8,30,58,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,10,8,15,110,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
11685,Bronx,2013,3,18,9,0,136,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
8957,Bronx,2012,5,1,9,45,99,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,3,22,19,45,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,27,15,15,133,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,7,3,15,22,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
16687,Bronx,2014,3,25,20,15,105,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,4,1,3,15,35,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,26,2,30,17,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,4,1,0,45,22,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,13,20,15,64,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
8957,Bronx,2012,5,8,22,45,48,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
16687,Bronx,2014,3,19,17,45,109,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
32395,Bronx,2020,8,31,5,30,75,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,21,19,45,59,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
32395,Bronx,2020,8,30,1,30,67,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,20,1,45,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
32395,Bronx,2020,8,30,8,0,63,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,25,11,15,77,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,3,29,0,30,28,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,29,3,45,23,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
26799,Bronx,2017,4,4,4,0,18,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,7,20,0,87,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,3,19,18,15,96,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
32395,Bronx,2020,8,31,0,15,81,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
11685,Bronx,2013,3,26,11,0,77,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
7530,Bronx,2010,4,6,13,0,108,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
11685,Bronx,2013,3,17,16,15,39,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
22517,Bronx,2016,3,26,1,0,30,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
8957,Bronx,2012,5,7,10,15,89,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,3,26,6,30,36,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,28,10,30,89,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,25,18,0,105,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
11685,Bronx,2013,3,16,13,0,126,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
26799,Bronx,2017,4,8,7,45,66,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,22,6,15,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
28006,Bronx,2018,3,23,9,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,31,18,45,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
28006,Bronx,2018,3,31,4,0,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
28006,Bronx,2018,3,18,17,45,92,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
19461,Bronx,2015,3,25,23,45,30,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,19,16,30,1,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
19461,Bronx,2015,3,26,17,0,104,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,16,10,45,83,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
7530,Bronx,2010,4,7,5,30,18,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
32395,Bronx,2020,8,28,10,0,163,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
7530,Bronx,2010,4,6,9,0,94,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
28006,Bronx,2018,3,20,4,30,23,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
30153,Bronx,2019,4,5,20,45,96,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,17,11,0,0,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
30153,Bronx,2019,3,27,1,0,32,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,25,18,0,167,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,NB
22517,Bronx,2016,3,18,14,15,112,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,30,8,0,75,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
16687,Bronx,2014,3,18,1,30,13,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,SB
32395,Bronx,2020,8,25,1,0,40,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7530,Bronx,2010,3,28,1,30,77,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
19461,Bronx,2015,3,18,7,45,175,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,3,30,6,30,129,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
26799,Bronx,2017,4,2,9,0,63,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
32395,Bronx,2020,8,22,3,0,51,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,12,12,45,115,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
30153,Bronx,2019,3,31,2,15,36,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
22517,Bronx,2016,3,23,18,45,151,81472,POINT (1012822.7793314003 271234.211475685),BROADWAY,West 262 Street,Dead end,NB
19461,Bronx,2015,3,20,5,30,58,81472,POINT (1012824.4084410012 271144.5180141923),BROADWAY,West 262 Street,Dead end,SB
11685,Bronx,2013,3,28,22,15,68,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
28006,Bronx,2018,3,30,4,45,0,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
26799,Bronx,2017,4,5,3,45,25,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,NB
7598,Bronx,2007,3,13,10,0,312,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,CARYL AV,NB
26799,Bronx,2017,4,10,21,30,80,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
7530,Bronx,2010,3,27,21,30,103,81472,POINT (1012824.7 271127.7),BROADWAY @ CARYL AVE (CITY LINE),W 262 ST,DEAD END,NB
30153,Bronx,2019,3,22,3,30,10,81472,POINT (1012823.5909520256 271189.526291053),BROADWAY,West 262 Street,Dead end,SB
16687,Bronx,2014,3,15,14,0,136,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
11685,Bronx,2013,4,2,13,0,89,81472,POINT (1012824.7 271127.7),BROADWAY,W 262 ST,DEAD END,NB
