SegmentID,count
119161,764
119171,672
11918,2688
119197,471
119264,2777
119268,768
119301,24
119309,3083
119311,962
119321,735
119334,787
119352,949
119365,1344
119392,672
119434,393
119458,672
119531,1417
119634,402
119639,1728
119642,1728
119700,961
119730,6526
119748,862
119754,755
119765,8076
119800,1344
119808,944
119816,6118
119842,1344
119848,864
119851,2354
119858,3510
119860,2743
120177,672
120212,672
120220,2097
12032,1022
120335,777
120482,3740
120514,672
120585,672
120618,1728
120627,1728
120648,2016
120658,48
120664,882
120679,1071
120685,376
120687,864
120691,376
12070,2688
120730,1444
120736,5504
120740,906
120742,1333
120766,672
120768,672
120814,388
120860,2763
120866,1397
120963,957
120973,672
120993,672
121004,672
121007,1973
121033,672
121035,672
121069,5260
121073,1344
121080,1539
121081,1445
121084,2869
121114,995
121115,3015
121125,1130
121129,672
121148,3456
121149,2080
121162,672
121182,935
121184,5371
121196,1634
121246,374
121323,6263
121326,2110
121328,672
121341,3360
12137,389
12138,391
12141,394
121499,1351
12152,380
121537,1922
12155,190
121698,650
12176,1818
121862,719
121965,862
12198,571
121998,1540
122013,840
122043,2557
122045,2084
122050,1276
122057,740
122127,1334
122142,4032
122146,1344
12215,864
122226,672
122230,6710
122231,6710
122232,6709
122248,864
122257,1362
122276,2688
122279,1344
122387,1641
122408,672
122441,1523
122461,3790
122466,2784
122832,1815
122836,1249
122837,712
122838,1960
122840,713
12312,382
12370,1154
12381,2299
12405,380
12433,1058
12439,1718
12445,1440
12483,672
12488,1694
12496,2096
12499,3446
12504,1704
12507,1352
12508,4839
12512,1349
12518,3434
12521,964
12523,962
12536,670
12539,667
12540,671
12547,672
12549,384
12553,672
12562,380
12568,3074
12569,2976
12570,2013
12587,686
12620,5343
12629,967
12635,777
12639,667
12644,1440
12646,385
126531,1005
126595,1051
126598,1143
126615,3457
126619,301
126621,482
126729,1344
126744,862
12675,381
12676,382
126762,2688
126769,1344
126775,860
126789,1344
126794,379
126807,672
126876,1138
126879,1762
126950,361
126953,1046
126961,1874
126962,1728
127054,672
127061,2084
127063,1040
127072,1720
127078,1430
127084,2778
127106,378
127108,385
127116,395
127126,384
127129,2258
127133,379
127136,379
127180,852
127196,852
127197,852
127199,854
127200,1027
127207,1053
127226,2688
127235,1023
127243,1348
127245,391
127255,384
127258,96
127260,192
127296,394
127297,1049
127310,1734
127337,381
127354,385
12738,1720
127392,384
127395,386
127405,388
127427,864
127428,399
127441,842
127455,377
127465,396
127475,970
127484,379
127513,374
127515,373
127518,1344
127521,1451
127530,1710
127533,1440
127540,891
127563,1634
127573,1920
127579,683
127595,672
12760,394
127600,672
127608,1548
127609,1344
127616,672
127632,295
127641,672
127666,1344
12769,392
12776,1440
127840,688
127841,685
127848,400
127850,973
12787,1440
127880,1344
127884,387
127890,385
127897,366
127913,1928
127938,2688
127940,2688
127956,370
127957,384
127961,3456
127976,492
127977,494
128000,620
128027,383
128054,377
12806,4415
128076,1824
128089,750
12809,4532
128092,388
128094,1344
128099,1344
128114,2688
128116,2688
128117,387
128119,781
128120,666
128123,2688
128125,379
128126,377
128138,1555
128209,392
128210,389
128211,391
128214,391
128216,674
128218,674
128226,390
128267,864
12829,4614
12832,5184
128320,672
128328,586
128338,1344
128339,3150
128360,585
128363,384
128371,384
128372,386
128378,672
128382,372
128386,371
128388,371
128419,672
128439,672
128460,392
128473,1154
128491,1164
128492,2494
128510,2016
128564,386
128569,2400
128570,1728
128571,4128
128577,397
128580,1864
128582,486
128585,483
128598,3104
128606,2224
128667,2282
128668,2496
128673,2688
128674,3337
128682,863
128683,861
128688,869
128689,1352
128697,672
128698,774
128703,771
128713,2874
128745,2990
128759,396
128760,288
128769,386
128779,571
128798,382
128799,383
128818,308
128819,1551
128829,379
128833,284
128838,3648
128995,1913
129010,1344
129029,3456
129048,768
129066,672
129072,388
129073,389
129076,386
129089,385
129090,385
129113,757
129114,379
129127,3456
129131,2777
129147,365
129221,941
129242,856
129254,1344
129313,1275
129371,378
12944,1354
12945,1794
12946,4799
129485,2434
129534,385
129538,95
129590,4032
129614,4729
129615,1044
129650,5570
129663,2568
129667,684
12973,1440
129731,672
12974,4507
129765,686
129788,672
129807,1463
129811,1470
129848,405
12986,4506
129885,695
129896,1046
129929,385
129931,382
129934,672
129938,1053
129970,672
129996,374
130034,708
130062,2780
130064,1728
130067,1728
130069,766
130081,708
130090,708
130103,2424
130119,288
130134,857
130136,778
130194,383
13027,1064
130272,382
130273,1057
13028,1055
13029,1057
130318,2547
130413,382
130433,3469
130434,387
130481,672
130505,2404
130518,2403
130523,1941
130537,381
130569,3858
130575,375
130577,383
130579,381
130581,375
130583,382
130594,374
130612,672
130630,864
130632,380
130633,3456
130635,379
130637,377
130660,672
130724,672
130733,949
130747,1998
130751,390
130752,380
130753,379
130755,379
130770,658
130771,657
130788,387
130794,2501
130803,2016
130809,1352
130879,376
130898,1618
130921,1047
130939,1608
13095,1347
131005,2393
131007,2394
131010,2397
13103,1651
131061,1057
131063,263
131065,1816
131094,1056
131098,1847
131109,763
131137,1833
131158,1823
131185,1201
13120,864
131301,672
13132,672
131327,1344
13133,2676
131330,2304
131332,1735
13134,672
131341,1427
131355,1340
131397,2338
131403,666
131407,665
131430,1796
131432,1344
131433,1344
131496,1059
131528,1067
131531,1067
131544,377
131555,1618
131564,390
131565,384
131574,1619
131591,3750
131643,380
131684,1917
131685,2406
131686,389
131687,1912
131691,1249
131695,3269
131705,1440
131708,1344
131709,672
131739,1344
131742,1744
131747,1242
131810,1536
131826,858
131907,7680
131913,385
131942,288
131949,1402
131960,386
131989,2778
131997,2778
131998,2880
132000,1388
132024,1994
132086,567
132095,566
132097,567
132133,387
132148,1920
132231,672
132236,380
132368,1200
13240,672
132490,864
132507,2039
132519,664
132520,668
132521,9379
132541,1344
132557,1742
132595,2592
132596,941
132615,1934
132625,749
132626,2786
13263,1631
132646,672
132652,672
132668,672
132677,1344
132688,2112
132711,672
132712,731
132714,1442
13277,566
13278,373
132782,864
132790,1008
132793,768
13281,378
132810,864
132816,4320
132818,864
132819,7568
13282,374
13284,381
132866,942
132867,1344
132869,945
132873,672
132874,1728
132875,672
132877,672
132884,5862
132886,8374
132887,1535
132891,3160
132895,8080
132914,672
132956,2422
132963,1344
132969,2016
132971,1344
132982,1344
133015,864
133016,864
133109,672
133149,1616
133152,864
133153,864
133191,381
133202,1344
133218,864
133228,672
13323,760
133232,1810
133234,1532
133250,1530
133251,865
133252,1538
133253,3936
133254,3264
133266,2001
133268,3268
133279,1728
133318,672
13333,871
133335,288
133338,2006
133341,664
133356,1616
133363,1344
133375,1920
133376,672
133419,585
133440,672
133442,672
13345,387
133464,873
133472,864
133483,383
133484,584
133487,1340
133490,667
133498,1716
133512,8091
133554,864
133568,1621
133587,1344
133609,1344
133643,903
133667,864
133710,864
133711,864
133717,672
133768,378
13379,5035
13381,570
133815,768
13386,814
133860,672
133886,672
133906,1617
133942,864
13395,381
133951,16713
133978,1344
133983,762
133984,864
133994,763
134000,1855
134014,760
134035,1881
134042,760
134071,864
134083,1824
134084,864
134085,672
134086,5308
134106,2688
134170,864
134193,864
13420,672
13427,1344
134303,2179
134317,1336
134318,2195
134332,1331
134351,672
134353,2174
134363,672
134365,672
134370,672
134372,2400
13441,372
134419,996
134461,1728
134477,672
134517,672
134518,4345
134526,1344
134552,864
134555,864
134579,672
134604,386
134641,6338
134642,7949
134653,672
134660,3456
134678,1344
134798,9532
13483,2199
134854,1352
134866,902
134878,864
13489,2600
13490,2596
134906,1342
134918,372
134945,672
13496,11791
134961,1618
13497,378
134972,1051
134973,1054
13498,2374
134995,2632
134996,675
134997,1677
134998,677
134999,5028
135000,673
135046,864
135047,864
13508,1504
135125,16032
135127,672
135152,13857
135187,413
135199,2080
135202,1722
135217,672
135226,1807
135231,2784
135232,1824
135240,3264
135241,672
135288,672
135305,2108
135364,1620
135376,960
135484,672
135486,943
135496,864
135505,447
135506,447
135507,864
135514,864
135515,864
135598,6645
135603,392
135694,768
135697,764
135698,767
135701,859
135705,789
135721,1438
135746,864
135748,672
135759,1726
135767,2208
135777,801
135781,834
135786,1465
136087,2063
136091,1344
136107,646
136108,647
136118,3465
136160,1152
136161,1152
136177,780
136185,1536
136191,864
136201,450
136202,1248
136284,673
136316,1021
13634,384
136403,672
136417,672
136432,880
136435,879
136443,868
136466,672
136481,2491
136482,2599
136487,879
136491,758
136493,4110
136494,759
136496,745
136497,752
13650,859
136500,762
136505,878
13651,1336
136511,6620
136512,7671
136521,864
136522,864
136532,840
136535,4225
136539,768
136540,1344
13655,1336
136552,4794
136556,672
136560,2872
136584,7765
136594,977
136599,765
136612,672
136625,864
136626,864
136635,864
136662,288
136663,1344
136674,1344
136682,672
136684,672
136703,1344
136704,1344
136707,1536
136708,2208
136710,1344
13672,1505
136735,1404
136771,672
136810,1524
136811,23951
136814,864
136815,672
136817,1344
136821,867
136824,870
136828,907
136836,864
13708,1968
13710,984
137132,4382
137137,391
137211,5726
137212,1728
137213,1728
137216,2774
137217,2667
137220,1152
137222,3168
137225,2970
137226,672
137238,1717
137284,2492
137311,5337
137327,14403
137328,12529
137403,2297
137415,865
137416,970
137420,3628
137462,803
137516,15501
137520,2878
137521,5832
137522,864
137523,864
13756,1949
137569,722
137647,5662
137656,1348
13767,391
13768,392
137688,861
13772,392
137748,864
137757,864
137771,864
137844,848
137907,864
137913,864
137919,569
137934,7961
137935,13683
137936,8607
13795,1443
137953,1346
137955,672
137958,951
13798,1732
138,5600
138047,672
138076,2396
138090,1044
138101,1344
138102,869
138103,1544
138113,1405
138140,672
138142,672
138145,1527
138222,864
138252,1521
138254,768
138288,864
138375,1728
138444,1051
13845,1716
138451,672
138467,864
138477,1344
138518,1344
138520,672
138541,1344
138570,948
138574,672
138581,1047
138592,18125
138621,710
138671,864
138673,1616
138728,2651
138734,3224
138736,762
138738,757
138811,864
138812,864
138870,1042
138878,864
138879,864
138880,864
138890,8441
138891,8427
138892,9091
138915,11089
138942,1067
138965,1609
139,1152
139027,1728
139031,864
139037,864
139070,672
139175,864
139176,864
139249,864
139291,954
139296,866
139303,864
139317,864
139328,2959
139421,4038
139422,1344
139438,452
13948,387
13949,386
139527,949
139528,672
139555,3067
139618,864
139620,864
139657,864
13966,2718
139693,672
139707,4506
139708,5213
13972,375
13974,376
139743,864
13976,375
139886,672
139898,864
139903,2083
139904,2080
139910,17707
139997,864
140015,864
140031,2453
140035,2783
140042,1916
140062,14193
140063,2685
140064,12592
140082,672
140093,864
140108,864
140111,864
140133,4621
140134,4836
140135,1431
140178,13851
140230,1344
140287,672
140289,1445
140290,1433
140302,1351
140308,1427
14034,387
140353,864
140401,864
140405,864
140442,864
140473,864
140479,1728
140481,864
140482,864
140550,1235
140609,5613
140632,864
140639,752
140642,1344
140728,1344
140775,864
140776,864
140777,864
140783,3736
140788,864
140792,864
140793,864
140986,1446
140995,864
141027,7388
141100,1253
141152,12768
141188,864
141190,864
141212,1315
141214,4911
141215,7848
141216,1628
141246,672
141249,672
141250,672
141255,383
141300,4162
141306,1438
141308,1036
141325,1607
141362,1439
141365,7633
141366,7657
141367,1199
141368,2855
141397,1154
141398,1824
141408,864
141409,672
141436,840
141511,850
141568,843
141585,1824
141586,1332
1416,1728
141607,864
141611,864
141634,17570
141686,864
141722,1084
141740,3456
141753,864
141760,672
141773,672
141787,864
141811,329
141846,864
141900,960
141901,1152
141902,768
141903,770
141920,1798
141921,1060
141923,4485
141951,848
141984,916
141991,2256
141997,957
1421,814
142106,1359
142114,672
142117,2043
142119,1131
142160,672
142200,672
142201,672
142230,864
142231,864
142279,864
142280,864
142287,1533
142291,758
142325,754
142328,760
142332,1884
142386,2292
142396,5004
142397,1068
142422,962
142480,7072
142485,7067
142554,864
142555,864
142566,1055
142567,5585
142576,3888
142580,2936
142600,1441
142608,2007
142613,864
142618,864
142655,1817
142657,1817
142684,1728
142768,380
142782,2851
142783,4705
142785,4686
142786,1718
142806,1501
142827,864
142839,3168
142841,1622
142848,5433
142948,3008
142957,864
142959,864
142960,1275
142961,2493
142963,1344
142977,672
14298,791
143009,672
143151,288
143161,1152
143231,864
143233,864
143247,1315
143248,9385
143253,7759
143289,1344
143294,1344
143299,864
143300,864
143346,864
143382,1728
143391,864
143392,864
143444,773
143524,1728
143526,1728
143549,1720
143686,864
143705,864
143706,864
143713,1720
143717,767
143773,2081
143774,15847
143807,672
143850,2083
143856,2038
143870,864
143872,864
143873,864
143877,864
143921,672
143924,672
144019,9228
144024,9227
144120,4214
144128,672
144132,672
144174,1054
144193,864
144194,864
144204,3033
144205,1632
144206,1150
14422,1728
144234,569
144258,864
144261,864
144289,1253
144290,1252
144303,672
144317,1623
144318,1424
144319,1619
144320,5252
144321,2688
144328,864
144331,864
144336,672
144352,773
144396,672
144402,563
144427,672
144432,672
144435,864
144440,672
144442,672
144446,672
144447,672
144449,672
144451,672
144513,588
144544,672
144548,864
144549,864
144559,303
144581,387
144665,1394
144667,1393
144679,966
144721,672
144723,672
144726,672
144728,672
144762,1997
144825,672
144835,1056
144849,864
144850,864
144862,1536
144871,2882
144880,1297
144881,1728
144882,1292
144897,2224
144921,672
144941,859
144949,858
144952,856
144960,858
144963,672
144968,672
144985,960
144988,864
144989,864
144993,864
144997,1344
145005,1344
145007,3025
145008,4497
145022,1012
145024,721
145025,984
145026,2957
145028,1634
145066,1728
145078,672
14509,2010
145091,2880
145097,672
145100,1719
145101,672
145103,672
145107,672
145141,658
145143,672
145147,658
145148,2006
145153,2016
145154,2016
145155,960
145166,1870
145171,3906
145179,672
145181,672
145200,864
145201,864
145202,864
145203,864
145219,1344
145229,3754
145260,1623
145287,672
145305,672
145313,380
145314,381
145344,672
145345,672
145346,2798
145363,672
145367,1246
145368,1923
145369,708
145371,1243
145398,2592
145416,2099
145421,864
145449,1729
145451,2871
145452,1725
145463,4890
145471,1634
145481,1802
145484,672
145495,768
145496,384
145549,710
145550,15409
145591,1851
145593,2660
145597,1239
145611,672
145630,861
145648,2348
145649,1640
145654,672
145657,672
145662,7228
145666,2832
145669,1149
145682,1721
145698,5260
145700,3360
145701,2399
145731,1247
145758,813
145762,768
145779,2016
145780,1816
145782,1344
145838,2400
145850,864
145851,2688
145868,672
145923,1056
145924,864
145925,1056
145926,864
145927,864
145928,864
145930,674
145940,672
145941,672
14595,374
145962,372
145963,672
145998,1344
146008,672
14601,374
146019,919
14602,3456
146020,919
146022,948
146031,948
146046,864
146062,1344
146086,1344
146115,4439
146116,1406
146122,1407
146125,960
146126,1445
146127,672
146142,2400
146148,950
146153,1623
146162,809
146197,669
14622,772
14623,773
146238,672
146239,672
146275,1154
146295,672
146304,6424
146306,1344
146312,1344
146328,864
146329,864
146333,672
146339,1728
146340,1728
146342,874
146370,1633
146374,9370
146375,20865
146403,3554
146439,2162
146440,2159
146475,1721
146490,4375
146496,2592
146497,2776
146501,384
146502,2068
146505,2071
146507,2779
146522,672
146527,2976
146528,3840
146547,1728
146567,2784
146568,2784
146574,8329
146575,9579
146580,1014
146583,3066
146585,4087
146620,858
146623,1628
146631,20361
146632,14413
146666,4320
146667,2958
146674,2208
146677,13744
146680,339
146683,2237
146686,13738
146687,1902
146730,672
146736,2688
146745,396
146747,397
146748,3407
146775,862
146784,709
146787,4166
146788,1911
146795,382
146796,864
146806,864
146809,864
14686,372
146864,2592
146865,2592
146886,2592
146887,2592
146888,2592
146895,376
146928,998
146959,672
146967,672
146979,987
146995,355
146997,352
147000,864
147027,393
147031,960
147032,3805
147035,2016
147036,5945
147069,672
147080,672
147081,1344
147112,672
147118,1728
147123,12100
147124,12859
147188,1848
147192,657
147198,672
14723,560
147239,672
147244,3268
147273,390
147311,864
147333,1632
147346,3821
147347,1728
147363,672
147365,874
147399,1542
147460,2072
147463,2069
147471,3072
147472,7776
147473,672
147474,672
147477,1344
147486,672
147487,672
147488,672
147489,672
1475,380
147515,2112
147516,1344
147517,579
147525,1060
147569,781
147659,672
147673,3072
147675,1344
147679,2233
147680,399
147683,399
147686,2016
1477,2468
147812,795
147817,902
147818,797
147821,2016
147822,672
147834,672
147853,1530
147862,1176
147874,1344
147877,2592
147958,672
147968,382
147981,672
147984,672
147998,672
147999,1344
148000,1535
148002,192
148021,672
148026,864
148030,864
148047,770
148049,774
148076,1230
148081,2693
148098,297
148115,1344
148116,958
148118,672
148124,2031
148125,672
148126,1356
148128,672
148130,672
148139,864
148171,672
148178,864
148179,864
148183,864
148195,864
148196,864
148197,1728
148198,1728
14820,6210
148219,726
148248,1619
148295,672
148305,672
148307,672
148333,725
148335,4032
148338,960
148339,864
148340,1546
148342,1536
148355,672
148364,2991
148391,864
148398,2688
148399,859
148404,12856
148405,12269
148407,8750
148423,864
148426,405
148428,406
148444,672
148446,672
148476,1344
14848,1590
148519,4650
148525,672
14853,1586
148530,1347
148535,672
148537,1978
148539,672
148551,740
148555,1381
148556,1755
148592,672
148653,1096
148656,383
148661,1172
148663,2795
148666,2688
148668,3360
148670,2688
148672,672
148677,2070
148681,1789
148683,672
148694,838
148720,672
148727,672
148771,7650
148784,672
148798,672
148829,864
148833,370
148834,750
148857,579
148866,672
148875,379
148877,4710
148885,2688
148893,672
148894,672
148896,672
148898,672
148899,864
148904,672
148905,672
148924,672
148939,583
148940,2592
148942,1395
148948,3820
148975,1247
148978,2592
148980,2592
149008,672
149009,864
149010,3364
149024,379
149026,1276
14903,864
149035,961
149047,13438
149051,2979
149060,954
149063,15405
149064,12028
149068,15473
149069,2980
149114,672
149122,7192
149127,672
149135,1344
149136,1344
149156,6242
149157,17529
149158,668
149168,672
149178,5305
149185,1061
149186,2178
149188,672
149189,672
149198,14089
149201,864
149202,719
149203,864
149212,1608
149213,3663
149214,2592
149218,672
149222,3093
149223,2016
149229,672
149248,672
149251,672
149278,2592
149279,745
149284,2639
149313,1561
149315,1253
149321,706
149324,672
149327,1728
149332,672
149337,583
149343,4591
149349,1639
149350,1639
149355,1410
149380,1142
149383,672
149393,2845
149401,288
149426,378
149483,672
149496,1344
149525,672
149530,672
149547,672
149563,1344
149583,381
149590,864
149632,1638
149633,672
149635,672
149641,664
149643,1715
149644,672
149647,288
149659,672
149677,672
149683,2016
149684,1202
149688,817
149689,818
149690,1344
149701,13432
149728,1633
149740,672
149752,1344
149759,3682
149772,407
