SegmentID,count
149773,288
149774,662
149776,672
149779,672
149780,1344
149784,1632
149802,1426
149817,1079
149819,672
149826,672
149827,672
149830,768
149850,1621
149856,1344
149858,1344
149864,672
149867,1344
149871,672
149872,2240
149876,893
149882,1570
149905,672
149929,672
149957,1629
149958,1622
149959,4867
149965,2310
149966,960
149971,1536
149977,1728
149980,2329
149998,722
1500,2472
150016,2299
150019,2176
150022,672
150038,1442
150039,2093
150045,373
150051,375
150052,1728
150054,971
150055,815
150065,677
150066,864
150078,677
150102,864
150106,1344
150110,2592
150114,672
150120,672
150123,672
150125,2974
150127,672
150149,864
150156,1344
150181,1344
150187,716
150199,672
150203,4078
150213,1728
150232,864
150238,672
150254,3309
150300,679
150310,1624
150319,813
150320,672
150341,4845
150346,2592
150350,1442
150372,12085
150373,952
150374,1458
150385,382
150397,785
150404,1616
150417,1620
150421,672
150424,1610
150442,672
150445,722
15047,4603
150486,3452
150494,4236
150518,672
150532,1150
150536,2592
150538,1516
150549,2592
150562,1052
150564,1053
150567,672
150569,5862
150571,2688
150578,1728
150579,1728
150608,864
150609,672
150611,1605
150627,672
150629,1536
150631,1536
150635,1500
150637,1728
150664,789
150668,916
150671,864
150672,864
150673,864
150674,3203
150676,2016
150677,2016
150678,2691
15068,2397
150681,2016
150689,2969
150705,1501
150719,1731
150755,2051
150758,375
150759,1344
150760,3396
150775,1344
150779,2016
150780,672
150838,1927
150850,864
150871,1532
150885,2688
150915,1440
150916,2880
15092,672
150923,3492
150927,2688
150941,2688
150946,765
150947,879
150950,2977
150952,2976
150973,669
151007,767
151013,672
151015,1330
151017,1338
151028,377
151029,379
151033,2293
151034,1728
151035,1152
151036,672
151037,2177
151041,400
151043,1654
151052,672
151053,678
151054,1532
151069,381
151085,388
15110,1789
151110,2207
151113,2212
151114,672
151115,2295
15112,2016
151122,1359
151131,782
151132,1553
15116,3133
151171,1152
151174,1046
151175,672
151176,672
151192,1640
151218,1744
151219,1256
151221,2001
151243,3984
151245,1344
151246,864
151255,2210
151257,2845
151263,575
151285,763
151286,763
151292,718
151301,772
151306,857
15131,569
151313,1920
151316,476
151317,714
151321,672
151367,2969
151373,864
151397,773
151399,1529
15140,569
151405,2110
151406,672
151407,3456
15141,569
151419,573
151422,372
151440,784
151444,1335
151445,1348
151454,672
151459,381
151462,381
151493,1925
151498,1917
151499,1915
151509,852
151512,852
151516,2001
151518,1152
151524,1055
151528,10462
151537,2104
151538,3947
15155,386
15156,765
151561,1921
151562,1916
151565,561
151569,561
15157,384
151582,562
151587,1428
151599,2593
151600,1709
151612,712
151618,384
151627,2300
151639,1053
15164,381
151648,2968
15165,380
151650,965
151662,5487
151663,7479
151664,6992
151665,1728
151668,1728
151673,11455
151679,1344
151689,2977
151694,3166
151698,1152
151702,1152
151704,3456
151707,2116
151718,768
151721,768
151723,1344
151724,1344
151734,2987
151736,2984
151747,2768
151748,1918
151749,1640
151751,2400
151759,672
151766,672
151767,382
151782,672
151793,2016
151800,376
151813,1344
151815,2106
151838,1619
151844,1913
151845,1913
151867,1254
15187,568
151873,672
15188,567
151905,1344
151910,2987
151913,1053
151915,805
151922,864
15194,2016
151945,387
151946,385
15195,377
15196,376
151973,672
151982,4427
151988,2044
151989,2106
151995,1346
1520,379
152001,848
152019,1344
152027,1344
152030,864
152031,864
152044,1337
152046,864
152054,2016
152055,3016
152130,1612
152149,902
152158,11647
152162,1344
152167,14012
152173,759
152179,1324
152181,768
152186,1434
152192,1344
152198,2688
152203,1344
152204,1344
152252,672
152253,672
152267,1344
152268,1344
152271,715
152277,1344
152284,1344
152285,672
152287,672
152309,676
152311,1344
152316,765
152317,381
152322,2390
152323,957
152327,1791
152334,3710
152335,1119
152342,1344
152343,4781
152349,772
152354,1344
152362,864
152385,391
152386,2880
152392,1353
152409,2101
152412,1344
152414,2777
152424,672
152425,864
152426,962
152429,381
152454,295
152496,192
152499,1728
152518,7392
152521,1344
152522,1241
152546,385
152552,384
152570,1152
152579,2016
152581,2016
152592,1257
152626,5621
152630,898
152637,1344
152649,1728
152650,1344
152651,15819
152652,2407
152665,2722
152666,672
152668,864
152673,672
152674,864
152681,772
152688,864
152699,864
152714,1931
152718,2208
152769,864
152782,864
152848,1344
152854,864
152873,4690
152885,5093
152910,672
152926,13437
152959,1429
152960,1055
152965,759
152981,1444
153001,1031
153016,847
153032,4744
153035,2776
153037,868
153042,4847
153043,3066
153064,864
153067,2592
153104,8298
153121,669
153123,669
153132,2984
153148,1531
153172,1444
153219,3830
153234,1428
153258,672
153259,2692
153288,864
153304,864
153317,672
153336,1344
15334,1344
153369,2272
15337,568
153379,864
153405,2887
153427,864
153460,1344
153495,4556
153529,3912
153530,865
153565,397
153587,5435
153624,869
153647,1929
153669,1344
153700,2959
153769,765
153773,864
153789,280
153793,672
153806,672
153845,765
153849,3067
153870,864
153874,398
153875,715
153886,2074
153916,2959
153917,2274
153933,1344
153959,953
153986,12495
154019,2984
154031,864
154043,1530
154092,864
154166,2016
154193,1532
154194,353
154267,1531
154271,453
154272,864
154273,2879
154275,3228
154280,1764
154287,1251
154299,789
154305,393
154325,1344
154373,392
154385,1127
154387,672
154420,1344
154423,1268
154428,352
154437,672
154442,1351
154454,864
154461,3553
154468,13312
154501,1728
154562,1334
154575,1059
154604,2873
154609,1050
154610,864
154613,3167
154617,864
154641,1681
154664,2112
154683,1152
154687,1031
154688,672
154689,4374
154699,760
154724,864
154758,864
15478,1344
154784,1621
154787,1728
154791,1056
154794,388
154812,15857
154839,2871
154843,1696
154846,2313
154850,925
154857,864
154863,1728
154865,4399
154869,6044
154911,2109
154918,1152
154922,7911
154935,8258
154942,771
154947,1816
154953,864
154954,15197
154955,1735
154986,1250
154989,864
155029,11721
155037,1322
155060,2197
15507,290
155078,13308
155079,1315
15508,383
155099,1576
155105,1696
155107,952
155120,864
155125,864
155142,18962
155144,864
155152,672
155153,864
155167,4487
155218,1632
15522,383
155223,381
155232,1344
155233,898
155235,1482
155239,699
155249,672
155267,1344
155270,671
155276,1728
155278,860
155280,1721
155283,1344
155285,744
155289,791
155290,2592
155294,672
155300,1822
155301,1811
155304,379
155306,295
155310,14090
155311,759
155316,2138
155319,295
155329,4096
155330,747
155332,673
155338,7180
155340,1056
155344,379
155350,702
155362,2213
155364,901
155368,792
155371,1243
155376,672
155386,1150
155387,2283
155392,2114
155393,1723
155399,3462
15540,4620
155400,672
155418,1344
15542,1926
155428,900
155435,1728
155438,381
155449,378
155455,1344
155456,1894
155474,1344
155475,672
155476,672
155488,1782
155496,1344
155501,672
155509,1635
155510,1344
15552,957
155528,2845
15554,3250
155543,960
155544,1632
155556,1344
155558,1625
155559,4032
155562,712
155565,1246
155568,1251
155575,672
155585,672
155591,1344
155594,2408
155597,1615
155609,4471
155613,8095
155619,1634
155626,562
15563,1344
155646,1631
155651,2299
155654,1699
155656,2286
155658,189
155668,2406
155683,2406
155685,765
155686,1344
155694,1635
155698,5309
155701,1245
155715,672
155720,1344
155721,1532
155725,398
155727,727
155730,1344
155733,741
155739,2597
155741,900
155744,4342
155745,2898
155748,672
155753,1624
155762,672
155773,3408
155775,2592
155784,672
155785,672
155792,1344
155798,1344
155801,1535
155807,1344
155815,672
155822,4846
155825,672
155831,2336
155832,2386
155833,1344
155834,2968
155836,1344
155842,1047
155845,773
155846,1728
155847,4545
155863,1344
155864,5028
155866,706
155878,672
155884,960
155885,1344
155888,672
155894,438
155895,672
155904,672
155918,1997
155919,672
155920,864
155950,1053
155954,475
155964,1344
155967,1344
155968,2202
155969,871
155971,672
155991,383
155996,7588
156000,1344
156005,4970
156013,672
156016,16302
156018,3831
156020,672
156029,2300
156030,1344
156033,2304
156037,851
156038,2407
156040,1396
156045,3264
156046,5090
156047,1613
156057,2211
156062,2965
156081,780
156094,376
156095,1479
156106,2208
156108,1057
156110,2393
156117,2883
156121,672
156122,672
156123,672
156133,1337
156147,672
156148,672
156159,672
156175,672
156182,9418
156185,1344
156190,1914
156204,3374
156219,2016
156222,672
156230,1274
156239,1728
156244,715
156248,1344
156260,741
156267,672
156271,672
156274,672
156275,672
156286,2300
156295,2768
156298,853
156299,671
156309,864
156311,576
156320,1503
156328,389
156331,1344
156333,5090
156335,3458
156336,4819
156339,967
156340,583
156341,1344
156342,6036
156348,382
156354,672
156362,2574
156367,672
156371,2016
156379,1728
156382,672
156389,2303
156397,1344
156402,380
156403,672
156422,1045
156435,672
156450,2093
156459,398
156461,2296
156464,672
156467,672
156470,672
156478,672
15648,384
156483,2098
156484,672
156485,4727
156498,1159
15650,385
156502,672
156509,2302
156511,1823
156517,1883
156521,1339
156529,2211
156532,4229
156535,672
156545,2306
156547,672
156553,883
156559,672
156560,672
156561,2296
156563,3771
156566,2684
156570,672
156572,716
156577,672
156578,1442
156582,1133
156587,900
156596,16708
156597,569
156599,2208
156606,672
156608,3663
156609,16600
156612,1388
156617,1248
156624,3259
156635,1257
156644,450
156661,672
156664,4028
156672,1858
156673,672
156675,672
156689,3779
156692,867
156696,725
156698,672
156706,570
156721,864
156731,713
156732,672
156733,768
156743,1331
156763,381
156766,14673
156770,2408
156779,587
156784,672
156785,2592
156800,672
156806,1344
156811,1916
156818,2883
156820,672
156828,1344
156830,2275
156831,672
156833,377
156844,304
156848,378
156852,1921
156853,4982
156857,672
156859,1344
156865,896
156867,672
156871,1336
156873,2097
156880,672
156886,672
156907,2214
156908,1258
156912,2077
156916,2687
156918,672
156924,2294
156925,1557
156926,1344
156928,1536
156930,672
156934,1344
156944,960
156954,1324
156960,5622
156973,8571
156991,672
156997,5090
157003,672
157017,672
157021,2632
157022,1635
157025,1037
157036,2195
157039,15168
157041,1152
157044,672
157047,672
157051,672
15706,1344
157065,1920
157066,672
157084,2208
157090,840
157091,1048
157098,1916
157099,672
157101,295
157102,2408
157106,1344
157119,1610
157122,708
157129,3542
157130,672
157137,1744
15714,97
157143,864
157151,8335
157153,1344
157160,392
157162,2097
15717,387
157171,672
157178,672
157181,672
157182,672
157183,672
157185,853
157199,672
157208,1728
157210,672
157211,2212
157213,2301
157226,1728
157237,785
157239,1336
157242,1052
157249,4683
15725,955
157256,1344
157257,1344
157264,672
157274,1618
157280,672
157286,1133
157295,848
157297,672
157298,1728
15731,385
157310,1724
157313,1344
157315,3100
157326,672
157354,864
157358,672
15736,1728
157363,672
157366,672
157367,672
157370,766
157372,1917
157378,487
157380,672
157383,672
157395,383
157396,2214
157399,672
157405,2592
157408,1542
157409,672
15741,2895
157415,672
157418,672
157423,1541
157425,2016
157433,441
157435,1344
157437,1344
157444,672
157458,672
157461,1538
157464,662
157470,922
157477,672
157483,1344
157485,2983
157488,672
157489,1634
157491,672
157494,4111
157497,1344
157499,672
157501,6995
157507,2016
157512,2208
157518,818
157523,1160
157528,382
157530,2688
157532,1344
157537,1566
157539,2307
157540,2856
157541,1360
157544,1344
157545,864
157552,13251
157556,1610
157561,672
157564,672
15757,871
157570,2840
157571,1344
157573,2031
157578,1636
157593,2016
157594,672
157598,1793
157603,864
157606,2688
157614,3093
157618,1344
157619,672
157623,765
157625,672
157632,1250
157633,846
157641,1363
157643,18718
157647,2688
157649,672
157661,2987
157662,1344
157671,1752
157673,2489
157676,1246
157678,1344
157680,910
157683,756
157685,864
157691,672
157693,681
157700,2209
157704,672
157706,1536
157717,1344
157721,672
157722,864
157725,672
157730,688
157735,1344
157736,1920
157737,9430
157749,734
157765,1451
157772,849
157784,672
157788,1633
157789,684
157793,762
157794,672
157795,570
157805,1247
157816,681
157820,1530
157826,3624
157832,672
157839,1629
157841,718
157850,855
157865,2630
157867,681
157868,722
157872,3082
157874,2016
157875,758
157886,765
157894,1785
157896,1344
157898,4997
157899,2986
157900,3456
157904,684
157906,1302
157911,672
157912,2992
157916,2688
157922,2978
157925,672
157926,2025
157928,768
157929,1734
157930,1117
157943,1260
157948,864
157953,2688
15796,377
15797,376
157976,2843
157979,1728
157981,672
157983,2057
157987,2688
157998,722
158006,4561
158007,1626
158011,740
158014,1341
158016,5145
158024,2777
158031,1113
158033,864
158035,721
158041,927
158046,1359
158047,687
158048,1065
158052,1543
158056,672
158058,959
158060,672
158064,672
158067,681
158072,864
158075,2120
158079,2311
158083,1634
158088,1624
158092,1728
158094,960
158095,674
158106,927
158107,672
158109,1344
158110,1457
158121,672
158124,864
158129,1056
158132,2104
158134,2112
158138,1926
158142,2305
158146,1616
158152,2688
158156,1322
158163,2783
158169,936
158171,756
158174,672
158178,672
158180,385
158182,3654
158190,864
158195,2747
158200,672
158201,2216
158203,1056
158206,768
158207,1344
158213,764
158216,3263
158217,5054
158220,2539
158221,760
158222,2016
158224,1350
158226,672
158227,397
158231,734
158232,1487
158236,778
158242,2904
158249,1750
158256,672
158259,804
158260,2408
158266,864
158278,2974
158279,2016
158281,756
158284,672
158288,1584
158294,1928
158295,385
158297,672
158300,672
158301,2514
158302,2112
158311,2952
158315,1114
158318,1344
158322,1252
158326,2817
158329,1920
158333,1056
158334,2688
158339,1436
158340,387
158345,2112
158347,768
158354,672
158363,864
158366,672
158368,4305
158370,672
158383,2812
158386,24
158399,2792
158401,672
158402,672
158413,864
158414,672
158420,768
158424,329
158430,672
158431,672
158432,672
158437,672
158443,3309
158447,3072
158448,672
158451,1824
158455,1728
158456,672
158460,672
158462,381
158463,672
158471,672
158474,2060
158500,960
158501,672
158507,672
158517,672
158520,2016
158526,672
158531,672
158534,768
158535,672
158545,2016
158564,3125
15857,387
158570,3053
158571,1368
158573,3261
158574,5474
158577,768
158578,864
158579,2112
158581,864
158582,1728
158586,10199
158587,3536
158588,1435
158590,1248
158592,14680
158594,14651
158595,1316
158601,672
158602,864
158607,13360
158615,2202
158619,1536
158620,1009
158623,1341
158626,26620
158627,4515
158638,12566
158640,1344
158649,1152
158654,1150
158669,3689
158672,948
158679,1242
158683,6520
158690,2016
158696,1056
15870,1344
158701,801
158704,1344
158707,3360
158708,7507
158709,1151
15871,1306
158710,1921
158713,864
158714,864
158719,2112
158723,672
158725,7511
158732,5468
158733,11720
158736,17170
158737,1143
158745,1344
158747,864
158755,2205
158761,1407
158764,864
158767,864
158769,12079
158771,864
158775,819
158778,864
158798,971
158800,2307
158803,11984
158806,759
158808,20379
158811,1344
158821,14692
158830,13354
158833,864
158835,864
158836,949
158838,8786
158846,1536
158850,1344
158852,1728
158853,4516
158856,1152
158858,26137
158863,760
158864,1344
158877,3545
158881,2675
158891,1552
158898,1405
158902,853
158903,1344
158906,1422
158907,1344
158909,1344
158915,1347
158920,672
158927,672
158929,672
158937,1344
158938,3552
158940,2270
158944,4384
158948,864
158958,1824
158960,672
158962,864
158964,2502
158968,1344
158972,4456
158973,864
158977,3055
158997,672
158999,1248
159001,14068
159006,760
159010,672
159011,397
159014,1344
159016,3446
159017,672
159021,672
159023,2016
159026,1379
159029,1248
159035,1344
159036,1403
159038,1627
159039,2688
159040,864
159041,768
159042,2777
159043,1344
159045,672
159046,1344
159048,2628
159052,679
159054,1346
159057,1764
159060,672
159065,1328
159067,864
159070,1344
159078,2882
159082,3534
159089,13269
159090,759
159091,768
159115,672
159116,864
159128,864
159133,1344
159135,3250
159138,916
159140,3360
159141,3349
159142,864
159147,2110
159152,864
159153,1343
159157,1344
159159,672
159163,1248
159165,1681
159169,864
159172,864
159173,2209
159176,3030
159183,2639
159184,864
159185,1344
159186,2016
159196,2646
159202,672
159205,6257
159212,1344
159215,864
159216,15722
159219,672
159228,672
159230,957
159237,12677
159243,961
159245,1245
159246,2383
159248,1344
159249,1344
159255,1536
159257,672
159278,672
159279,2287
159284,2881
159285,3077
159287,753
159293,4288
159294,672
159431,663
159620,1344
159630,374
159642,1346
159649,672
159723,5376
159727,3456
159808,1344
159879,1440
159911,1131
159934,295
15995,2688
159978,671
159981,669
159990,1150
160063,864
160109,6136
160122,375
160187,2685
160215,991
160222,3544
160223,947
160225,1807
160244,1821
160247,3445
16025,2688
160250,1815
160257,861
160258,866
160260,952
160263,873
160273,1637
160280,1717
160288,376
160295,379
160308,905
160344,1344
160346,1344
160358,380
160368,3360
160369,672
160374,382
160427,385
160448,364
160456,1728
160467,1728
160540,762
160545,762
160555,386
160558,388
160575,791
160587,1344
160609,1609
160612,672
160666,2792
160779,1538
160784,376
160786,775
160933,848
160960,850
160985,853
161,1344
161070,778
161071,775
161075,382
161114,717
161116,787
161161,851
161179,672
161221,1343
161303,963
161319,1344
161324,1342
161325,3731
161353,768
161357,6146
161366,770
161409,4638
161424,1344
161431,1344
161449,1154
161486,1540
161498,771
161500,750
161502,752
161504,768
161518,961
161525,382
161527,2005
161537,2784
161542,382
161549,1344
161571,2016
161581,768
161584,856
161596,673
16160,3550
161619,831
161623,853
161629,1744
161640,1546
161641,672
161643,864
161652,1337
16168,2496
161686,5418
161749,1926
161750,5519
161764,1826
161771,672
161772,672
161798,384
161847,1228
161926,1358
161994,1249
161995,4746
161999,951
162000,96
162004,96
162010,96
162032,864
162057,96
162059,96
162061,96
162063,1811
162064,2120
162066,96
162088,96
162093,768
162096,96
162098,96
162137,192
162138,6610
162152,378
162156,96
162192,2688
162193,5713
162197,379
162207,3428
162222,672
162242,5278
162243,1912
162248,3946
162249,5339
162273,2016
162274,1639
162278,2983
162279,4731
162282,4397
162338,2008
162389,1722
162394,2474
162405,2496
162440,740
162442,6579
162456,5446
162464,768
162542,861
162543,1055
162554,2592
162569,1818
162577,672
162605,1704
16261,2204
162628,2990
162646,2216
162654,2780
162657,2938
162671,1718
162672,567
162681,3888
162684,1060
162685,969
162688,1681
162689,2880
162691,672
162697,3360
162701,2014
162717,672
162724,3314
162725,3275
162736,2025
162743,1344
162745,1366
162758,657
162763,1612
16277,1542
162775,662
162812,657
162836,382
162870,2176
16289,672
16290,672
162905,735
162929,1637
162944,1721
162950,1576
162954,743
16296,672
162993,1274
163028,672
163031,672
163033,672
163057,384
163061,2297
163113,856
163123,774
163134,1344
163194,393
163224,864
163227,867
163234,753
163236,2726
163239,758
163241,2728
163268,387
163280,1647
163287,843
16330,388
163321,1146
163329,386
163333,848
163358,1731
163392,4032
16340,1344
163408,761
163412,4569
163414,9874
163428,868
163433,866
163434,889
163435,889
163437,1781
163447,1512
163449,4859
163500,672
163504,672
163506,1976
163512,663
163517,672
163518,672
163524,672
163528,1056
16353,3249
163537,1045
163538,955
163540,672
163568,2688
163569,1344
163572,855
163573,789
163584,1727
16359,2688
163602,1584
16361,1053
163632,1440
163641,672
163645,1440
163646,944
163648,2469
163651,280
163652,7872
163654,379
163656,672
163658,672
163663,392
163665,672
163669,672
163686,1344
163691,2880
163708,1344
163715,2688
163717,2016
163720,1432
163723,19777
163725,1058
163726,958
163727,2511
163729,3263
163731,3919
163734,672
163736,2304
163744,672
163749,2441
16375,385
163751,672
163752,672
163758,672
16376,385
163761,2300
163763,381
163766,1440
163767,2016
163768,672
163769,1440
163772,2251
163775,672
163781,905
163783,1069
163784,2064
163789,2688
16379,677
16383,810
16384,904
16385,904
163908,1636
163914,1341
163946,842
163948,740
163961,864
163962,2573
163964,1987
163974,969
163977,1982
163990,4516
164001,677
164006,760
164007,3957
164011,672
164019,971
164022,3883
164025,864
164026,1344
164031,908
164041,996
16405,1344
164052,918
164078,1344
16413,567
164153,672
164159,1625
164177,283
164185,774
164194,968
164212,672
16422,1192
164236,864
164254,1342
164257,672
164260,672
164263,485
164280,1628
164281,938
164284,2016
164286,1728
164289,4337
164292,1440
164295,1147
164299,3840
164301,8803
164302,1440
164304,2688
164306,1431
164311,1633
164321,1440
164326,1519
164329,4349
164333,2880
164335,672
164341,1812
164343,672
164356,5568
164359,1208
16436,905
16437,905
164405,2304
164411,2016
164455,2304
164461,1344
16452,1050
164556,1344
164583,777
164614,1344
164620,672
164628,1344
164630,3798
164632,3036
164674,1137
164726,2990
164734,2829
164736,672
164775,2986
164785,1639
164789,1430
164796,672
164798,672
164804,768
164806,768
164811,1678
164813,1007
164814,2358
164816,2066
164852,952
164853,858
164855,815
164862,2708
164864,1000
164868,1053
164869,1344
164871,2688
164874,2294
164888,1344
164893,2085
164901,2979
164915,4126
164961,1058
164967,388
164975,773
164976,769
1650,1344
165004,672
165032,1152
165056,1152
165061,864
165067,1344
165116,396
165118,759
165120,729
165155,759
165156,2688
165160,759
165168,384
165202,794
165229,2530
165252,1440
165258,2050
165284,2209
165286,3644
165287,4893
165289,2209
165290,1356
165291,2486
165305,1540
165324,3077
165338,1456
165376,1825
165384,967
165386,672
16539,838
165391,672
165394,672
165398,672
165400,672
165408,2193
165409,860
165427,2747
16543,760
16545,755
165461,2071
165465,672
165470,4098
165476,768
165481,960
165485,1728
165487,960
165489,672
165491,672
165498,672
165544,6393
165548,2304
165558,672
165559,672
165563,2660
165609,2179
165612,3964
165615,1420
165618,1344
165636,672
165669,1155
165737,2202
165852,1527
165858,675
165861,23619
165862,1927
165864,1626
16587,1344
16588,2688
165883,3741
16589,1344
165906,3264
165927,3093
165954,1344
165958,7370
165961,1344
165963,4032
165965,1344
165968,4012
165985,16022
165996,9858
166015,2688
166022,2880
16603,382
166041,3332
166052,672
16607,382
166079,2688
16608,381
166088,2016
166089,672
166096,672
16612,760
166132,2505
166137,8545
16614,760
166203,729
166244,2722
166247,2013
166294,1344
166298,1344
166305,2783
166308,1344
166317,1344
166330,1344
166360,12673
166385,3547
166391,672
166445,5652
16645,1344
16646,2688
166464,672
166470,672
166478,3456
16649,766
166503,1647
166505,2291
166507,1661
166516,5472
166536,1246
166548,3003
166550,5089
166554,3065
166581,1502
166597,2783
166655,5470
166667,672
166670,2789
166690,672
166693,672
166766,381
166785,758
166787,383
166829,1344
166854,378
166860,2688
166862,1344
166874,1344
166890,381
166904,856
166906,672
166946,881
166955,762
16696,1609
166969,1029
16697,854
166980,954
166991,396
167000,5988
167003,5172
167004,6645
167011,672
167013,1058
167049,672
167052,1536
167055,672
167057,864
167060,2210
167061,1927
167065,1929
167070,3257
167075,778
167100,1161
167112,672
167156,864
167159,5582
167160,2696
167162,864
167165,864
167168,864
167204,864
167209,672
167213,864
167235,672
167242,672
167245,672
167248,672
167249,1356
167250,672
167253,1358
167257,672
167263,1344
167267,1354
167268,3639
167277,1824
167282,2016
167286,934
167293,954
167301,669
167313,678
167322,672
167324,1728
167325,1728
167331,1344
167345,864
167359,1344
167362,679
167414,1344
16745,1344
167454,4900
167458,672
167463,778
167470,4878
167471,672
167474,672
167475,1251
167481,672
167487,672
167490,4747
167491,4730
167493,1536
167494,867
167497,2982
167499,2590
167501,1164
167504,672
167506,1054
167508,864
16751,758
167512,672
167517,672
167518,1063
167530,864
167537,864
167582,1344
167594,1344
167595,2115
167620,1220
167635,2310
167637,2303
167677,672
167680,672
167682,4890
167683,3360
167686,672
167689,672
167691,1344
167694,4199
16777,1344
167775,753
16783,1344
167832,672
16784,2688
167843,672
167847,672
16785,1344
167874,880
167890,1089
167899,948
167908,2170
16791,767
167915,1344
16793,766
167945,1344
16797,389
16798,388
167982,1344
16799,389
167995,398
168012,5098
168028,386
168036,1344
168043,387
168052,384
168055,3578
16807,969
16808,967
16809,968
168106,1344
168113,2990
168115,568
168117,1052
168120,1052
168123,2016
168126,672
168151,672
168154,672
168160,672
168164,672
168167,386
168168,300
168180,2688
168194,2016
168198,672
168214,2298
168242,4761
168279,1344
168332,1344
168355,1440
168381,864
168382,1440
168388,846
168408,390
168419,1171
168423,1332
168455,1344
168463,1344
168471,394
168480,381
168513,569
168520,1160
168528,385
168581,672
168592,1440
168593,1440
168595,847
168597,1627
168600,860
168641,720
168659,864
16879,861
168797,2396
168798,2395
168806,672
168839,672
16892,859
168937,1344
168942,1924
168948,1344
16895,1722
168953,1729
168965,2316
168966,756
168970,4867
168993,1344
168999,1042
16905,1915
169087,1344
169098,924
169106,1133
169114,672
169116,1804
169119,672
169123,1045
16913,1344
16914,2120
169147,2214
169148,1359
16915,1392
169150,1339
169154,379
169159,381
16916,2120
169164,1440
169166,672
169171,672
169174,672
16923,380
16924,759
16925,566
16926,759
169278,4593
169324,7273
16933,2688
169335,1612
16935,1344
169357,581
169370,582
16943,380
169434,1586
169443,395
16945,379
169518,1344
169522,474
169523,476
169577,1200
16958,1344
169676,3599
169806,1076
169822,3949
170113,864
170209,1344
170216,672
170230,383
170233,672
170242,672
170267,1344
170306,1344
170308,1344
170310,382
170323,672
170353,1344
170396,671
170398,1344
170417,672
170422,672
170437,381
170489,1344
170496,2388
170500,1205
170514,1344
170523,864
170598,2967
17067,768
17068,672
17078,2208
17079,1049
17080,2208
17081,672
170895,1440
17092,859
170971,1344
170981,672
171010,2789
171019,672
17102,858
171033,295
17106,1344
17107,1390
171128,798
171146,672
171170,1344
1712,2929
17120,193
171210,1344
171226,962
171227,1344
171245,672
171246,672
171248,672
171251,672
171252,672
171255,672
171257,672
171271,8064
171273,672
171274,1800
171277,672
171280,1786
17130,192
17133,772
171367,388
171378,1443
171402,672
171405,377
171416,385
1717,2475
171726,1676
17174,2413
17176,2387
171777,384
17184,857
17186,856
171889,208
171896,301
171916,1344
17197,3311
172033,1394
17205,2088
172076,1533
172079,16049
17208,192
172082,1391
17212,776
172142,2865
172152,15170
17216,964
17217,771
17218,963
172215,1452
17222,672
17223,1344
172235,6573
17224,672
172304,5376
17241,758
17242,753
172441,1344
172445,288
17245,759
172468,377
172469,376
17247,190
172471,377
172473,864
17249,190
172604,1054
172610,2880
172614,2784
172632,2880
172646,298
172648,2880
172670,672
17279,379
172833,1357
172835,686
172836,384
172839,688
172882,2032
17292,3508
172958,1436
172999,864
173013,2582
173019,6656
173021,1721
173027,1722
173050,2555
173079,2586
173102,750
173104,4843
173105,1532
173124,2220
173145,2784
17319,5731
173214,1405
173215,1407
173231,768
173249,16539
17325,1344
17327,384
17328,385
17329,385
17332,385
173379,672
17339,375
17340,371
173408,1344
17341,1139
173410,760
173418,192
173421,2777
173423,1437
17343,788
173430,672
173441,2016
17345,711
17346,1496
17348,373
173492,745
173496,3821
173532,1344
173535,672
173538,672
173555,1344
17357,2612
17358,3684
173606,672
173607,672
17361,1747
173615,672
173619,672
17363,1760
173641,6857
173645,1435
173649,1435
173669,4798
17367,1919
173672,4796
173682,917
173751,672
173773,672
173804,2007
173811,821
173860,2016
173887,672
173895,672
174014,672
174017,672
174025,672
174030,1190
174131,1344
174133,672
17414,864
174140,672
174142,672
174146,1344
174149,5520
174164,1344
174165,672
174179,4800
174182,672
174184,672
174214,1772
174215,2069
174218,2070
174219,3689
174234,2295
174241,1344
174259,672
174282,2293
174289,3456
174305,1728
174315,5382
174325,1344
174327,2688
174328,1728
174342,1702
174344,1344
174347,1344
174360,5184
174370,762
174385,1298
174387,1294
174456,1344
174476,48
174519,1050
174526,672
174560,2741
174561,672
17457,899
17460,859
174611,381
174624,672
174628,672
174784,672
174817,1049
174929,672
174932,672
174944,672
174962,672
174985,1054
174992,672
175023,672
175049,1620
175062,564
175086,1344
17509,1041
175092,757
175094,757
175197,2925
175292,672
175298,799
175329,672
175381,2524
175385,3709
175392,672
175402,402
175428,672
175443,1534
175455,672
175466,672
175468,672
175469,672
175477,1344
175480,1344
175499,6352
175506,672
175509,672
175516,672
175522,775
175546,2688
175565,2157
175575,1721
175580,375
175597,1344
175598,864
175676,1906
175722,1060
175750,1344
175759,2206
17584,672
175873,768
175888,1344
175913,674
175927,2396
175934,1432
175938,2017
17594,1423
175999,1437
17601,1420
176050,672
176094,672
176098,672
176110,870
176111,1751
176123,661
176128,672
176134,672
176139,1728
176140,1634
176153,672
176160,672
176178,1344
176180,672
176191,376
176227,672
176242,672
176277,1728
176279,3456
176284,5184
17629,1344
176290,1219
176291,1728
176292,2433
176295,5173
17630,1385
17635,3782
17636,1387
176364,2744
176365,5184
176366,2832
17637,3776
176380,3456
176390,1907
176394,3183
176397,2047
176399,2995
17640,735
17642,3456
176423,903
176429,730
176447,4222
17648,957
